hot_layer,cold_layer,fit_start_ps,fit_end_ps,fit_duration_ps,DeltaT0_K,DeltaT_end_K,end_fraction_threshold_reached,mean_interface_T_K,mean_system_T_K,mean_atom_weighted_layer_T_K,T0_target_K,DT0_target_K,CHI,LJMODE,seed,T_mos_target_K,T_aln_target_K,N_mos2,N_aln,area_A2,area_nm2,G_sym_W_m2K,G_sym_MW_m2K,G_sym_OLS_SE_MW_m2K,R_sym_m2K_W,R_sym_x1e8_m2K_W,R2_energy_sym,energy_fit_RMSE_eV,G_hot_MW_m2K,R2_hot,G_cold_MW_m2K,R2_cold,side_fit_disagreement_pct,tau_exp_ps,R2_exp_DeltaT,R2_log_DeltaT,energy_drift_eV_per_ns,energy_drift_pct_KE_per_ns,energy_peak_to_peak_meV_per_atom,gap_mean_A,gap_std_A,gap_drift_A_per_100ps,rms_upperS_mean_A,rms_AlN_mean_A,E_LJ_mean_eV,E_LJ_std_eV,partition_error_max_abs_eV,natoms,file,run_name,n_raw_points,n_block_points,raw_output_dt_ps,block_ps,nominal_temperature_K,end_fraction,mean_system_T_deviation_K,DeltaT0_deviation_pct,block_sensitivity_G_span_pct,fit_start_sensitivity_G_span_pct,fit_end_sensitivity_G_span_pct,quality_flags,advisory_flags,qc_pass,figure_files
MoS2,h-AlN,1.0,98.5,97.5,49.121858795166986,12.694502212181987,True,293.3338817821218,297.0284012348858,297.0119281425527,300.0,50.0,1.0,LB,1000001,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,7576620.8923566425,7.576620892356643,0.05599083876263334,1.3198495928558445e-07,13.198495928558446,0.9895164688713298,0.6880665441690184,7.576875108571268,0.989518294713905,7.576366676142015,0.9895146406529008,0.006710543347432141,69.421440970347,0.9810469493804415,0.9711594270557409,-0.015684953654202274,0.003788619743671424,0.0002766504370843548,3.767056376596191,0.003575604956658431,0.0018404561045140056,2.067109437892217,2.0705731101661278,-264.8502660974596,0.40508304000372347,4.3655745685100194e-11,10784.0,itc_relax_seed01.dat,itc_relax_seed01,10001,1000,0.05000000000001137,0.5,300.0,0.25,2.9715987651142086,1.7562824096660279,0.8008188689927177,0.06133127165090413,6.445611085910197,PASS,NONE,True,ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed01\itc_relax_seed01_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,88.0,87.0,51.98542553269408,13.061353439998072,True,296.37491940601404,300.4455973085667,300.447102171345,300.0,50.0,1.0,LB,1000002,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,6873656.054163955,6.8736560541639555,0.08791769339974545,1.4548298490935043e-07,14.548298490935043,0.972476590248174,1.0236952771226357,6.8738979418532145,0.9724771646179344,6.8734141664747,0.9724760140317618,0.007038108609187938,72.54685651815163,0.9579404621527252,0.9356766858259787,-0.016598426604611426,0.003963664017667484,0.00029893777848637886,3.7682484566209276,0.002880921444630751,0.003941962602552005,2.079904532892629,2.084496496405582,-264.6743775137125,0.3874710730672053,5.1659299060702405e-11,10784.0,itc_relax_seed02.dat,itc_relax_seed02,10001,1000,0.05000000000001137,0.5,300.0,0.25,0.44559730856667557,3.9708510653881604,1.967490639130141,1.5673720318408468,10.184195221524337,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed02\itc_relax_seed02_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,87.0,86.0,47.148226187001086,10.875356110683981,True,294.71584059509956,298.03522687685415,298.0378490719543,300.0,50.0,1.0,LB,1000004,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,8233345.456097369,8.23334545609737,0.13000805591706413,1.214573110447382e-07,12.145731104473821,0.9591068147982077,1.166185259697311,8.233541596185864,0.9591061632093065,8.233149316008873,0.9591074646652249,0.004764529547344021,68.89323813649055,0.9461198872889133,0.936123256732283,-0.010172245082294215,0.002448752947708353,0.00021019235975489032,3.7677780064692894,0.0038720782610660526,0.002520537630308731,2.1053583812738452,2.109717082410861,-264.67934246482787,0.5156039226693881,4.43833414465193e-11,10784.0,itc_relax_seed03.dat,itc_relax_seed03,10001,1000,0.05000000000001137,0.5,300.0,0.25,1.9647731231458465,5.703547625997828,0.13036063493041952,1.4092730407740568,23.40060407850533,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed03\itc_relax_seed03_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,92.0,91.0,48.680686715474025,12.687173907849001,True,297.73500315935036,301.8383232900083,301.8483746334031,300.0,50.0,1.0,LB,1000005,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,7493673.496372579,7.493673496372579,0.107993660696295,1.3344589946226833e-07,13.344589946226833,0.9637707528073026,1.3757307650902535,7.494016107590742,0.9637630563685854,7.493330885154415,0.9637784479082059,0.009144012434732415,63.74406118916366,0.9470292373853891,0.9595766832587993,-0.027048692181629887,0.006429358578272863,0.00034234939737423176,3.7679632407775987,0.0034310356023735888,0.005074517063530571,2.0914122093658634,2.095390246955083,-264.6390629862612,0.48493683756453976,4.3655745685100904e-11,10784.0,itc_relax_seed04.dat,itc_relax_seed04,10001,1000,0.05000000000001137,0.5,300.0,0.25,1.8383232900083044,2.638626569051951,2.3190490596977575,1.4844946451434133,26.435494595669486,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed04\itc_relax_seed04_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,110.0,109.0,52.171480457803995,14.932536019376982,True,298.3419167793872,302.1075928752619,302.1114471966316,300.0,50.0,1.0,LB,2000005,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,6221377.923007185,6.221377923007185,0.06905268951923171,1.6073609614711154e-07,16.073609614711152,0.9739630421006809,1.0102648641843026,6.221642566135185,0.9739676429825549,6.22111327987918,0.973958438870365,0.008507540653457341,92.42518398664399,0.9528075934458757,0.9469297328392067,-0.01720880951650313,0.004086814663043566,0.0002911463924126383,3.7688701850874944,0.003627286067440409,0.0007149350626372885,2.11121905323731,2.1158482887903842,-264.4934567879406,0.45362005356019897,5.3114490583538937e-11,10784.0,itc_relax_seed05.dat,itc_relax_seed05,10001,1000,0.05000000000001137,0.5,300.0,0.25,2.1075928752619006,4.342960915607989,0.3115002722563588,1.8774014949922935,21.80598874272703,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed05\itc_relax_seed05_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,112.5,111.5,50.79086190448152,12.242889958582964,True,299.1508752594792,302.65356289594575,302.6456237718721,300.0,50.0,1.0,LB,3000003,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,6909708.815712146,6.909708815712147,0.07901962528125211,1.4472389888935362e-07,14.472389888935362,0.9717854071632139,1.1104676520316088,6.909914091500603,0.9717836059586127,6.909503539923691,0.9717872064509457,0.005941662490607009,81.59902127286185,0.9660544939225681,0.9525882168292653,-0.010523131869759636,0.0024945658801225467,0.0002963391503883128,3.7689539231482483,0.004835517075259035,0.0025836689283772803,2.096791773296443,2.1011883538716165,-264.48092331896595,0.43621035060441493,4.6566128730773915e-11,10784.0,itc_relax_seed06.dat,itc_relax_seed06,10001,1000,0.05000000000001137,0.5,300.0,0.25,2.653562895945754,1.5817238089630334,3.4912699878027067,1.3175085014592776,21.891641202979063,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed06\itc_relax_seed06_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,86.5,85.5,43.38043778112498,10.608484142080044,True,294.3186306626532,297.87931192551446,297.8882942608972,300.0,50.0,1.0,LB,9000009,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,7537061.963580134,7.537061963580134,0.09852927560010347,1.326776938855092e-07,13.267769388550919,0.9717682351203861,0.9870067444485318,7.5374055900827965,0.971770414415868,7.5367183370774695,0.9717660539754823,0.009118314386263551,64.30057446460039,0.9483498334322495,0.9442007573389293,-0.021456337793999698,0.005167863236036368,0.00024224096807992868,3.7676846538839674,0.0031266393965966232,-0.0001552168083162341,2.1013212004775785,2.1060969773592038,-264.7520904154842,0.352166195456042,3.41970007866624e-11,10784.0,itc_relax_seed07.dat,itc_relax_seed07,10001,1000,0.05000000000001137,0.5,300.0,0.25,2.1206880744855425,13.239124437750036,1.1521205112256188,0.5792011857219791,14.509589014010265,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed07\itc_relax_seed07_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,77.5,76.5,50.32861819008849,12.915768500101024,True,294.67460074135045,298.71962417586946,298.72194535735065,300.0,50.0,1.0,LB,1999993,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,9096351.458533086,9.096351458533086,0.10428516632993823,1.0993418675153785e-07,10.993418675153785,0.9804132061301917,0.9910739092271093,9.09671181373156,0.9804131751290663,9.095991103334615,0.9804132361735157,0.007923071137137423,56.48567173364639,0.9736275308652035,0.9655423501768987,-0.02477586638101071,0.005950601288624489,0.0002654676002556987,3.7668667511687373,0.002510263616376201,0.0024704167493977375,2.10003263347883,2.1045851322206826,-264.85528906684493,0.3502948050514807,5.056790541857487e-11,10784.0,itc_relax_seed08.dat,itc_relax_seed08,10001,1000,0.05000000000001137,0.5,300.0,0.25,1.2803758241305445,0.6572363801769825,10.181155283809815,2.011708219749233,14.287408630353426,PASS,BLOCK_SIZE_SENSITIVITY,True,ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed08\itc_relax_seed08_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,79.0,78.0,45.486991297835004,11.46987055845193,True,294.8546438402063,298.3563537719335,298.3408554969141,300.0,50.0,1.0,LB,1888889,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,8925608.311603202,8.925608311603202,0.10683012691144131,1.120371816786997e-07,11.20371816786997,0.9782777056585003,0.8866088252723439,8.926023423705088,0.9782799375507958,8.925193199501313,0.9782754725729618,0.009301597995236048,60.269203381708564,0.9733108884242322,0.9679079899955487,-0.024175264386259342,0.005813419959456968,0.00023061700641728236,3.7687172432556753,0.003076440727606867,0.003991198139339996,2.1165402101781567,2.1210626721710777,-264.55497496839934,0.415258816957682,3.71073838323353e-11,10784.0,itc_relax_seed09.dat,itc_relax_seed09,10001,1000,0.05000000000001137,0.5,300.0,0.25,1.6436462280664728,9.026017404329991,0.07013040096660886,0.8607465746049817,17.318020301972865,ENERGY_FIT_R2<0.98,NONE,False,ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed09\itc_relax_seed09_FigS2_fit_sensitivity.pdf
MoS2,h-AlN,1.0,77.0,76.0,49.30055485740746,12.416726848413987,True,295.3805935440833,299.6649986512126,299.66052965963263,300.0,50.0,1.0,LB,1333337,317.95252225519005,267.95252225519005,6912.0,3872.0,19451.936377515,194.51936377515003,8209478.961148418,8.209478961148417,0.08973888199670216,1.2181041022609682e-07,12.181041022609682,0.9822768474426572,0.9004444063119558,8.209861625753831,0.9822778621144228,8.209096296543008,0.9822758313524952,0.009322506512841352,61.71598372942827,0.9606702462389266,0.9514527092061231,-0.028935891177606983,0.006927820057935043,0.00026007290409476056,3.7694176879850994,0.0023360017493510164,0.002098584371179674,2.120118263378728,2.124937906245153,-264.44059456424344,0.3784799744342572,4.3291947804391405e-11,10784.0,itc_relax_seed10.dat,itc_relax_seed10,10001,1000,0.05000000000001137,0.5,300.0,0.25,0.33500134878738663,1.3988902851850753,2.146916405362681,0.7486179473951737,13.371564814731792,PASS,NONE,True,ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_Fig1_thermal_relaxation.png|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_Fig1_thermal_relaxation.pdf|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_Fig2_energy_integral.png|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_Fig2_energy_integral.pdf|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_FigS1_stability.png|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_FigS1_stability.pdf|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_FigS2_fit_sensitivity.png|ITC_300K_20seeds\itc_relax_seed10\itc_relax_seed10_FigS2_fit_sensitivity.pdf
